,place_order_time,discount_amt,discount_reason,kick_back,add_inprice,add_info,bar_code,picture_file,emp_id
0,2016-08-01 11:05:36,,,,0,,,caipu/104001.jpg,1442
1,2016-08-01 11:07:07,,,,0,,,caipu/202003.jpg,1442
2,2016-08-01 11:07:40,,,,0,,,caipu/303001.jpg,1442
3,2016-08-01 11:11:11,,,,0,,,caipu/105002.jpg,1442
4,2016-08-01 11:11:30,,,,0,,,caipu/503002.jpg,1442
5,2016-08-01 11:15:57,,,,0,,,caipu/204002.jpg,1095
6,2016-08-01 11:19:12,,,,0,,,caipu/201001.jpg,1095
7,2016-08-01 11:22:21,,,,0,,,caipu/205003.jpg,1095
8,2016-08-01 11:22:53,,,,0,,,caipu/205001.jpg,1095
9,2016-08-01 11:23:56,,,,0,,,caipu/304004.jpg,1095
10,2016-08-01 11:31:15,,,,0,,,caipu/601005.jpg,1095
11,2016-08-01 12:42:52,,,,0,,,caipu/101001.jpg,1147
12,2016-08-01 12:43:21,,,,0,,,caipu/102005.jpg,1147
13,2016-08-01 12:43:34,,,,0,,,caipu/602002.jpg,1147
14,2016-08-01 12:44:08,,,,0,,,caipu/106003.jpg,1147
15,2016-08-01 12:44:12,,,,0,,,caipu/205003.jpg,1147
16,2016-08-01 12:45:09,,,,0,,,caipu/301004.jpg,1147
17,2016-08-01 12:45:24,,,,0,,,caipu/205004.jpg,1147
18,2016-08-01 12:46:26,,,,0,,,caipu/302002.jpg,1147
19,2016-08-01 12:48:48,,,,0,,,caipu/401001.jpg,1147
20,2016-08-01 12:49:27,,,,0,,,caipu/502003.jpg,1147
21,2016-08-01 12:50:03,,,,0,,,caipu/601001.jpg,1147
22,2016-08-01 12:51:38,,,,0,,,caipu/102004.jpg,1166
23,2016-08-01 12:51:46,,,,0,,,caipu/201002.jpg,1147
24,2016-08-01 12:52:18,,,,0,,,caipu/302001.jpg,1147
25,2016-08-01 12:52:37,,,,0,,,caipu/104003.jpg,1166
26,2016-08-01 12:53:39,,,,0,,,caipu/204006.jpg,1147
27,2016-08-01 12:54:30,,,,0,,,caipu/203002.jpg,1147
28,2016-08-01 12:58:44,,,,0,,,caipu/203001.jpg,1094
29,2016-08-01 12:59:03,,,,0,,,caipu/202005.jpg,1166
30,2016-08-01 12:59:16,,,,0,,,caipu/602002.jpg,1094
31,2016-08-01 12:59:26,,,,0,,,caipu/602001.jpg,1094
32,2016-08-01 12:59:48,,,,0,,,caipu/202003.jpg,1166
33,2016-08-01 12:59:55,,,,0,,,caipu/602003.jpg,1094
34,2016-08-01 12:59:56,,,,0,,,caipu/203005.jpg,1094
35,2016-08-01 12:59:59,,,,0,,,caipu/602004.jpg,1094
36,2016-08-01 13:00:13,,,,0,,,caipu/602005.jpg,1094
37,2016-08-01 13:00:33,,,,0,,,caipu/103004.jpg,1094
38,2016-08-01 13:00:42,,,,0,,,caipu/404001.jpg,1094
39,2016-08-01 13:00:59,,,,0,,,caipu/103005.jpg,1094
40,2016-08-01 13:01:27,,,,0,,,caipu/302005.jpg,1166
41,2016-08-01 13:01:50,,,,0,,,caipu/404002.jpg,1094
42,2016-08-01 13:02:06,,,,0,,,caipu/404004.jpg,1094
