timestamp,temperature,humidity,battery,status
2024-05-01 08:00:00,25.496714153011236,53.23592099410597,100.0,online
2024-05-01 08:10:00,25.92467055530247,42.54233401144094,99.66101694915254,online
2024-05-01 08:20:00,27.761514774396936,52.43929286862649,99.32203389830508,online
2024-05-01 08:30:00,29.663796976627516,53.007332881069885,98.98305084745763,online
2024-05-01 08:40:00,28.897968482960444,69.18424713352256,98.64406779661016,online
2024-05-01 08:50:00,29.84252104643922,65.50229885420853,,online
2024-05-01 09:00:00,32.54288640089241,75.48850970305307,97.96610169491524,online
2024-05-01 09:10:00,32.55055309184907,58.88859700647797,97.6271186440678,online
2024-05-01 09:20:00,32.05623331262643,44.78376983753207,97.28813559322036,online
2024-05-01 09:30:00,33.725587802667654,68.5297914889198,96.94915254237289,online
2024-05-01 09:40:00,33.73648891390076,70.4314019446759,96.61016949152544,online
2024-05-01 09:50:00,33.74739002513387,62.45108790277985,96.27118644067797,online
2024-05-01 10:00:00,34.81618265518609,70.83868719818244,95.9322033898305,online
2024-05-01 10:10:00,32.91356100126741,59.75182385457563,95.59322033898304,online
2024-05-01 10:20:00,33.24320223779446,60.90931317527976,95.2542372881356,online
2024-05-01 10:30:00,34.434168581993546,60.82838667118096,94.91525423728814,online
2024-05-01 10:40:00,33.89869718970564,60.747460167082146,94.57627118644068,online
2024-05-01 10:50:00,35.02854626524237,60.66653366298334,94.23728813559322,online
2024-05-01 11:00:00,33.49897859118912,60.585607158884535,93.89830508474576,online
2024-05-01 11:10:00,32.5808176003769,60.50468065478573,93.55932203389833,online
2024-05-01 11:20:00,34.94299304781826,60.42375415068692,93.22033898305084,online
2024-05-01 11:30:00,32.63973925753989,60.34282764658811,92.8813559322034,online
2024-05-01 11:40:00,32.23209560767108,76.30265895704372,92.54237288135592,online
2024-05-01 11:50:00,29.957693650234745,49.971689165955,92.20338983050848,online
2024-05-01 12:00:00,29.983617929086755,56.41531692142519,91.864406779661,online
2024-05-01 12:10:00,29.721847604203127,70.22204554172194,,online
2024-05-01 12:20:00,27.490612175105923,49.1519266196649,91.1864406779661,online
2024-05-01 12:30:00,28.006723660620885,43.07919639315172,90.84745762711864,online
2024-05-01 12:40:00,25.989996270271917,51.59005811655072,90.50847457627118,online
2024-05-01 12:50:00,25.240527998628508,46.44885149016018,90.16949152542372,online
2024-05-01 13:00:00,25.251085611473364,77.18790609370292,89.83050847457628,online
2024-05-01 13:10:00,25.261643224318217,72.32481518257669,89.49152542372882,online
2024-05-01 13:20:00,22.355477132986856,65.33615026041694,89.15254237288136,online
2024-05-01 13:30:00,20.300683318515883,74.85842360750871,88.8135593220339,online
2024-05-01 13:40:00,21.211619897609932,72.14688307596458,88.47457627118644,online
2024-05-01 13:50:00,18.251155696417044,47.46280235544143,88.13559322033899,online
2024-05-01 14:00:00,18.82642175855656,75.70235993959912,87.79661016949153,online
2024-05-01 14:10:00,15.875762473137076,61.57368967662603,87.45762711864407,online
2024-05-01 14:20:00,15.806298393075146,72.2976062065625,87.11864406779661,online
2024-05-01 14:30:00,16.719516956972413,75.84365199693973,86.77966101694915,online
2024-05-01 14:40:00,16.23647971632197,71.15381688396735,86.4406779661017,offline
2024-05-01 14:50:00,15.753442475671527,66.46398177099499,86.10169491525424,offline
2024-05-01 15:00:00,15.270405235021084,61.77414665802262,85.76271186440678,offline
2024-05-01 15:10:00,14.78736799437064,57.084311545050255,85.42372881355932,online
2024-05-01 15:20:00,13.525021898398046,72.72059063689971,85.08474576271186,online
2024-05-01 15:30:00,14.31203572129779,74.42922333025373,84.74576271186442,online
2024-05-01 15:40:00,14.712519983115,40.27808522124763,84.40677966101696,online
2024-05-01 15:50:00,16.48290184259886,60.42989210310263,84.0677966101695,online
2024-05-01 16:00:00,16.13049851086433,56.69644012595116,83.72881355932203,online
2024-05-01 16:10:00,14.48932899931765,48.88431241882921,83.38983050847457,online
2024-05-01 16:20:00,17.1410562103131,44.79461469334731,83.05084745762713,online
2024-05-01 16:30:00,17.089210021022293,53.50460685614512,82.71186440677965,online
2024-05-01 16:40:00,17.539959636997878,77.71638815650077,82.37288135593221,online
2024-05-01 16:50:00,19.648002703455848,52.92811728083021,82.03389830508475,online
2024-05-01 17:00:00,20.95434151910755,60.75162486973464,81.69491525423729,online
2024-05-01 17:10:00,21.799158261432417,68.12075835580711,81.35593220338983,online
2024-05-01 17:20:00,21.02001535655787,54.54518409517176,81.01694915254237,online
2024-05-01 17:30:00,22.576961387852545,78.87128330883843,80.67796610169492,online
2024-05-01 17:40:00,24.268328574929907,78.49789179768445,80.33898305084746,online
2024-05-01 17:50:00,25.97554512712236,50.07129183301457,80.0,online
